PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
58,0,3,male,28.5,0,0,7.2292,,3
59,1,2,female,5,1,2,27.75,,1
60,0,3,male,11,5,2,46.9,,1
61,0,3,male,22,0,0,7.2292,,3
62,1,1,female,38,0,0,80,B28,
63,0,1,male,45,1,0,83.475,C83,1
64,0,3,male,4,3,2,27.9,,1
65,0,1,male,,0,0,27.7208,,3
66,1,3,male,,1,1,15.2458,,3
67,1,2,female,29,0,0,10.5,F33,1
68,0,3,male,19,0,0,8.1583,,1
69,1,3,female,17,4,2,7.925,,1
70,0,3,male,26,2,0,8.6625,,1
71,0,2,male,32,0,0,10.5,,1
72,0,3,female,16,5,2,46.9,,1
73,0,2,male,21,0,0,73.5,,1
74,0,3,male,26,1,0,14.4542,,3
75,1,3,male,32,0,0,56.4958,,1
76,0,3,male,25,0,0,7.65,F G73,1
77,0,3,male,,0,0,7.8958,,1
78,0,3,male,,0,0,8.05,,1
79,1,2,male,0.83,0,2,29,,1
80,1,3,female,30,0,0,12.475,,1
81,0,3,male,22,0,0,9,,1
82,1,3,male,29,0,0,9.5,,1
83,1,3,female,,0,0,7.7875,,2
84,0,1,male,28,0,0,47.1,,1
85,1,2,female,17,0,0,10.5,,1
86,1,3,female,33,3,0,15.85,,1
87,0,3,male,16,1,3,34.375,,1
88,0,3,male,,0,0,8.05,,1
89,1,1,female,23,3,2,263,C23 C25 C27,1
90,0,3,male,24,0,0,8.05,,1
91,0,3,male,29,0,0,8.05,,1
92,0,3,male,20,0,0,7.8542,,1
93,0,1,male,46,1,0,61.175,E31,1
94,0,3,male,26,1,2,20.575,,1
95,0,3,male,59,0,0,7.25,,1
96,0,3,male,,0,0,8.05,,1
97,0,1,male,71,0,0,34.6542,A5,3
98,1,1,male,23,0,1,63.3583,D10 D12,3
99,1,2,female,34,0,1,23,,1
100,0,2,male,34,1,0,26,,1
101,0,3,female,28,0,0,7.8958,,1
102,0,3,male,,0,0,7.8958,,1
103,0,1,male,21,0,1,77.2875,D26,1
104,0,3,male,33,0,0,8.6542,,1
105,0,3,male,37,2,0,7.925,,1
106,0,3,male,28,0,0,7.8958,,1
107,1,3,female,21,0,0,7.65,,1
108,1,3,male,,0,0,7.775,,1
109,0,3,male,38,0,0,7.8958,,1
110,1,3,female,,1,0,24.15,,2
111,0,1,male,47,0,0,52,C110,1
112,0,3,female,14.5,1,0,14.4542,,3
113,0,3,male,22,0,0,8.05,,1
114,0,3,female,20,1,0,9.825,,1
115,0,3,female,17,0,0,14.4583,,3
116,0,3,male,21,0,0,7.925,,1
117,0,3,male,70.5,0,0,7.75,,2
118,0,2,male,29,1,0,21,,1
119,0,1,male,24,0,1,247.5208,B58 B60,3
120,0,3,female,2,4,2,31.275,,1
121,0,2,male,21,2,0,73.5,,1
122,0,3,male,,0,0,8.05,,1
123,0,2,male,32.5,1,0,30.0708,,3
124,1,2,female,32.5,0,0,13,E101,1
125,0,1,male,54,0,1,77.2875,D26,1
126,1,3,male,12,1,0,11.2417,,3
127,0,3,male,,0,0,7.75,,2
128,1,3,male,24,0,0,7.1417,,1
129,1,3,female,,1,1,22.3583,F E69,3
130,0,3,male,45,0,0,6.975,,1
131,0,3,male,33,0,0,7.8958,,3
132,0,3,male,20,0,0,7.05,,1
133,0,3,female,47,1,0,14.5,,1
134,1,2,female,29,1,0,26,,1
135,0,2,male,25,0,0,13,,1
136,0,2,male,23,0,0,15.0458,,3
137,1,1,female,19,0,2,26.2833,D47,1
138,0,1,male,37,1,0,53.1,C123,1
139,0,3,male,16,0,0,9.2167,,1
140,0,1,male,24,0,0,79.2,B86,3
141,0,3,female,,0,2,15.2458,,3
142,1,3,female,22,0,0,7.75,,1
143,1,3,female,24,1,0,15.85,,1
144,0,3,male,19,0,0,6.75,,2
145,0,2,male,18,0,0,11.5,,1
146,0,2,male,19,1,1,36.75,,1
147,1,3,male,27,0,0,7.7958,,1
148,0,3,female,9,2,2,34.375,,1
149,0,2,male,36.5,0,2,26,F2,1
150,0,2,male,42,0,0,13,,1
151,0,2,male,51,0,0,12.525,,1
152,1,1,female,22,1,0,66.6,C2,1
153,0,3,male,55.5,0,0,8.05,,1
154,0,3,male,40.5,0,2,14.5,,1
155,0,3,male,,0,0,7.3125,,1
156,0,1,male,51,0,1,61.3792,,3
157,1,3,female,16,0,0,7.7333,,2
158,0,3,male,30,0,0,8.05,,1
159,0,3,male,,0,0,8.6625,,1
160,0,3,male,,8,2,69.55,,1
161,0,3,male,44,0,1,16.1,,1
162,1,2,female,40,0,0,15.75,,1
163,0,3,male,26,0,0,7.775,,1
164,0,3,male,17,0,0,8.6625,,1
165,0,3,male,1,4,1,39.6875,,1
166,1,3,male,9,0,2,20.525,,1
167,1,1,female,,0,1,55,E33,1
168,0,3,female,45,1,4,27.9,,1
169,0,1,male,,0,0,25.925,,1
170,0,3,male,28,0,0,56.4958,,1
171,0,1,male,61,0,0,33.5,B19,1
172,0,3,male,4,4,1,29.125,,2
173,1,3,female,1,1,1,11.1333,,1
174,0,3,male,21,0,0,7.925,,1
175,0,1,male,56,0,0,30.6958,A7,3
176,0,3,male,18,1,1,7.8542,,1
177,0,3,male,,3,1,25.4667,,1
178,0,1,female,50,0,0,28.7125,C49,3
179,0,2,male,30,0,0,13,,1
180,0,3,male,36,0,0,0,,1
181,0,3,female,,8,2,69.55,,1
182,0,2,male,,0,0,15.05,,3
183,0,3,male,9,4,2,31.3875,,1
184,1,2,male,1,2,1,39,F4,1
185,1,3,female,4,0,2,22.025,,1
186,0,1,male,,0,0,50,A32,1
187,1,3,female,,1,0,15.5,,2
188,1,1,male,45,0,0,26.55,,1
189,0,3,male,40,1,1,15.5,,2
190,0,3,male,36,0,0,7.8958,,1
191,1,2,female,32,0,0,13,,1
192,0,2,male,19,0,0,13,,1
193,1,3,female,19,1,0,7.8542,,1
194,1,2,male,3,1,1,26,F2,1
195,1,1,female,44,0,0,27.7208,B4,3
196,1,1,female,58,0,0,146.5208,B80,3
197,0,3,male,,0,0,7.75,,2
198,0,3,male,42,0,1,8.4042,,1
199,1,3,female,,0,0,7.75,,2
200,0,2,female,24,0,0,13,,1
201,0,3,male,28,0,0,9.5,,1
202,0,3,male,,8,2,69.55,,1
203,0,3,male,34,0,0,6.4958,,1
204,0,3,male,45.5,0,0,7.225,,3
205,1,3,male,18,0,0,8.05,,1
206,0,3,female,2,0,1,10.4625,G6,1
207,0,3,male,32,1,0,15.85,,1
208,1,3,male,26,0,0,18.7875,,3
209,1,3,female,16,0,0,7.75,,2
210,1,1,male,40,0,0,31,A31,3
211,0,3,male,24,0,0,7.05,,1
212,1,2,female,35,0,0,21,,1
213,0,3,male,22,0,0,7.25,,1
214,0,2,male,30,0,0,13,,1
215,0,3,male,,1,0,7.75,,2
216,1,1,female,31,1,0,113.275,D36,3
217,1,3,female,27,0,0,7.925,,1
218,0,2,male,42,1,0,27,,1
219,1,1,female,32,0,0,76.2917,D15,3
220,0,2,male,30,0,0,10.5,,1
221,1,3,male,16,0,0,8.05,,1
222,0,2,male,27,0,0,13,,1
223,0,3,male,51,0,0,8.05,,1
224,0,3,male,,0,0,7.8958,,1
225,1,1,male,38,1,0,90,C93,1
226,0,3,male,22,0,0,9.35,,1
227,1,2,male,19,0,0,10.5,,1
228,0,3,male,20.5,0,0,7.25,,1
229,0,2,male,18,0,0,13,,1
230,0,3,female,,3,1,25.4667,,1
231,1,1,female,35,1,0,83.475,C83,1
232,0,3,male,29,0,0,7.775,,1
233,0,2,male,59,0,0,13.5,,1
234,1,3,female,5,4,2,31.3875,,1
235,0,2,male,24,0,0,10.5,,1
236,0,3,female,,0,0,7.55,,1
237,0,2,male,44,1,0,26,,1
238,1,2,female,8,0,2,26.25,,1
239,0,2,male,19,0,0,10.5,,1
240,0,2,male,33,0,0,12.275,,1
241,0,3,female,,1,0,14.4542,,3
242,1,3,female,,1,0,15.5,,2
243,0,2,male,29,0,0,10.5,,1
244,0,3,male,22,0,0,7.125,,1
245,0,3,male,30,0,0,7.225,,3
246,0,1,male,44,2,0,90,C78,2
247,0,3,female,25,0,0,7.775,,1
248,1,2,female,24,0,2,14.5,,1
249,1,1,male,37,1,1,52.5542,D35,1
250,0,2,male,54,1,0,26,,1
251,0,3,male,,0,0,7.25,,1
252,0,3,female,29,1,1,10.4625,G6,1
253,0,1,male,62,0,0,26.55,C87,1
254,0,3,male,30,1,0,16.1,,1
255,0,3,female,41,0,2,20.2125,,1
256,1,3,female,29,0,2,15.2458,,3
257,1,1,female,,0,0,79.2,,3
258,1,1,female,30,0,0,86.5,B77,1
259,1,1,female,35,0,0,512.3292,,3
260,1,2,female,50,0,1,26,,1
261,0,3,male,,0,0,7.75,,2
262,1,3,male,3,4,2,31.3875,,1
263,0,1,male,52,1,1,79.65,E67,1
264,0,1,male,40,0,0,0,B94,1
265,0,3,female,,0,0,7.75,,2
266,0,2,male,36,0,0,10.5,,1
267,0,3,male,16,4,1,39.6875,,1
268,1,3,male,25,1,0,7.775,,1
269,1,1,female,58,0,1,153.4625,C125,1
270,1,1,female,35,0,0,135.6333,C99,1
271,0,1,male,,0,0,31,,1
272,1,3,male,25,0,0,0,,1
273,1,2,female,41,0,1,19.5,,1
274,0,1,male,37,0,1,29.7,C118,3
275,1,3,female,,0,0,7.75,,2
276,1,1,female,63,1,0,77.9583,D7,1
277,0,3,female,45,0,0,7.75,,1
278,0,2,male,,0,0,0,,1
279,0,3,male,7,4,1,29.125,,2
280,1,3,female,35,1,1,20.25,,1
281,0,3,male,65,0,0,7.75,,2
282,0,3,male,28,0,0,7.8542,,1
283,0,3,male,16,0,0,9.5,,1
284,1,3,male,19,0,0,8.05,,1
285,0,1,male,,0,0,26,A19,1
286,0,3,male,33,0,0,8.6625,,3
287,1,3,male,30,0,0,9.5,,1
288,0,3,male,22,0,0,7.8958,,1
289,1,2,male,42,0,0,13,,1
290,1,3,female,22,0,0,7.75,,2
291,1,1,female,26,0,0,78.85,,1
292,1,1,female,19,1,0,91.0792,B49,3
293,0,2,male,36,0,0,12.875,D,3
294,0,3,female,24,0,0,8.85,,1
295,0,3,male,24,0,0,7.8958,,1
296,0,1,male,,0,0,27.7208,,3
297,0,3,male,23.5,0,0,7.2292,,3
298,0,1,female,2,1,2,151.55,C22 C26,1
299,1,1,male,,0,0,30.5,C106,1
300,1,1,female,50,0,1,247.5208,B58 B60,3
301,1,3,female,,0,0,7.75,,2
302,1,3,male,,2,0,23.25,,2
303,0,3,male,19,0,0,0,,1
304,1,2,female,,0,0,12.35,E101,2
305,0,3,male,,0,0,8.05,,1
306,1,1,male,0.92,1,2,151.55,C22 C26,1
307,1,1,female,,0,0,110.8833,,3
308,1,1,female,17,1,0,108.9,C65,3
309,0,2,male,30,1,0,24,,3
310,1,1,female,30,0,0,56.9292,E36,3
311,1,1,female,24,0,0,83.1583,C54,3
312,1,1,female,18,2,2,262.375,B57 B59 B63 B66,3
313,0,2,female,26,1,1,26,,1
314,0,3,male,28,0,0,7.8958,,1
315,0,2,male,43,1,1,26.25,,1
316,1,3,female,26,0,0,7.8542,,1
317,1,2,female,24,1,0,26,,1
318,0,2,male,54,0,0,14,,1
319,1,1,female,31,0,2,164.8667,C7,1
320,1,1,female,40,1,1,134.5,E34,3
321,0,3,male,22,0,0,7.25,,1
322,0,3,male,27,0,0,7.8958,,1
323,1,2,female,30,0,0,12.35,,2
324,1,2,female,22,1,1,29,,1
325,0,3,male,,8,2,69.55,,1
326,1,1,female,36,0,0,135.6333,C32,3
327,0,3,male,61,0,0,6.2375,,1
328,1,2,female,36,0,0,13,D,1
329,1,3,female,31,1,1,20.525,,1
330,1,1,female,16,0,1,57.9792,B18,3
331,1,3,female,,2,0,23.25,,2
332,0,1,male,45.5,0,0,28.5,C124,1
333,0,1,male,38,0,1,153.4625,C91,1
334,0,3,male,16,2,0,18,,1
335,1,1,female,,1,0,133.65,,1
336,0,3,male,,0,0,7.8958,,1
337,0,1,male,29,1,0,66.6,C2,1
338,1,1,female,41,0,0,134.5,E40,3
339,1,3,male,45,0,0,8.05,,1
340,0,1,male,45,0,0,35.5,T,1
341,1,2,male,2,1,1,26,F2,1
342,1,1,female,24,3,2,263,C23 C25 C27,1
343,0,2,male,28,0,0,13,,1
344,0,2,male,25,0,0,13,,1
345,0,2,male,36,0,0,13,,1
346,1,2,female,24,0,0,13,F33,1
347,1,2,female,40,0,0,13,,1
348,1,3,female,,1,0,16.1,,1
349,1,3,male,3,1,1,15.9,,1
350,0,3,male,42,0,0,8.6625,,1
351,0,3,male,23,0,0,9.225,,1
352,0,1,male,,0,0,35,C128,1
353,0,3,male,15,1,1,7.2292,,3
354,0,3,male,25,1,0,17.8,,1
355,0,3,male,,0,0,7.225,,3
356,0,3,male,28,0,0,9.5,,1
357,1,1,female,22,0,1,55,E33,1
358,0,2,female,38,0,0,13,,1
359,1,3,female,,0,0,7.8792,,2
360,1,3,female,,0,0,7.8792,,2
361,0,3,male,40,1,4,27.9,,1
362,0,2,male,29,1,0,27.7208,,3
363,0,3,female,45,0,1,14.4542,,3
364,0,3,male,35,0,0,7.05,,1
365,0,3,male,,1,0,15.5,,2
366,0,3,male,30,0,0,7.25,,1
367,1,1,female,60,1,0,75.25,D37,3
368,1,3,female,,0,0,7.2292,,3
369,1,3,female,,0,0,7.75,,2
370,1,1,female,24,0,0,69.3,B35,3
371,1,1,male,25,1,0,55.4417,E50,3
372,0,3,male,18,1,0,6.4958,,1
373,0,3,male,19,0,0,8.05,,1
374,0,1,male,22,0,0,135.6333,,3
375,0,3,female,3,3,1,21.075,,1
376,1,1,female,,1,0,82.1708,,3
377,1,3,female,22,0,0,7.25,,1
378,0,1,male,27,0,2,211.5,C82,3
379,0,3,male,20,0,0,4.0125,,3
380,0,3,male,19,0,0,7.775,,1
381,1,1,female,42,0,0,227.525,,3
382,1,3,female,1,0,2,15.7417,,3
383,0,3,male,32,0,0,7.925,,1
384,1,1,female,35,1,0,52,,1
385,0,3,male,,0,0,7.8958,,1
386,0,2,male,18,0,0,73.5,,1
387,0,3,male,1,5,2,46.9,,1
388,1,2,female,36,0,0,13,,1
389,0,3,male,,0,0,7.7292,,2
390,1,2,female,17,0,0,12,,3
391,1,1,male,36,1,2,120,B96 B98,1
392,1,3,male,21,0,0,7.7958,,1
393,0,3,male,28,2,0,7.925,,1
394,1,1,female,23,1,0,113.275,D36,3
395,1,3,female,24,0,2,16.7,G6,1
396,0,3,male,22,0,0,7.7958,,1
397,0,3,female,31,0,0,7.8542,,1
398,0,2,male,46,0,0,26,,1
399,0,2,male,23,0,0,10.5,,1
400,1,2,female,28,0,0,12.65,,1
401,1,3,male,39,0,0,7.925,,1
402,0,3,male,26,0,0,8.05,,1
403,0,3,female,21,1,0,9.825,,1
404,0,3,male,28,1,0,15.85,,1
405,0,3,female,20,0,0,8.6625,,1
406,0,2,male,34,1,0,21,,1
407,0,3,male,51,0,0,7.75,,1
408,1,2,male,3,1,1,18.75,,1
409,0,3,male,21,0,0,7.775,,1
410,0,3,female,,3,1,25.4667,,1
411,0,3,male,,0,0,7.8958,,1
412,0,3,male,,0,0,6.8583,,2
413,1,1,female,33,1,0,90,C78,2
414,0,2,male,,0,0,0,,1
415,1,3,male,44,0,0,7.925,,1
416,0,3,female,,0,0,8.05,,1
417,1,2,female,34,1,1,32.5,,1
418,1,2,female,18,0,2,13,,1
419,0,2,male,30,0,0,13,,1
420,0,3,female,10,0,2,24.15,,1
421,0,3,male,,0,0,7.8958,,3
422,0,3,male,21,0,0,7.7333,,2
423,0,3,male,29,0,0,7.875,,1
424,0,3,female,28,1,1,14.4,,1
425,0,3,male,18,1,1,20.2125,,1
426,0,3,male,,0,0,7.25,,1
427,1,2,female,28,1,0,26,,1
428,1,2,female,19,0,0,26,,1
429,0,3,male,,0,0,7.75,,2
430,1,3,male,32,0,0,8.05,E10,1
431,1,1,male,28,0,0,26.55,C52,1
432,1,3,female,,1,0,16.1,,1
433,1,2,female,42,1,0,26,,1
434,0,3,male,17,0,0,7.125,,1
435,0,1,male,50,1,0,55.9,E44,1
436,1,1,female,14,1,2,120,B96 B98,1
437,0,3,female,21,2,2,34.375,,1
438,1,2,female,24,2,3,18.75,,1
439,0,1,male,64,1,4,263,C23 C25 C27,1
440,0,2,male,31,0,0,10.5,,1
441,1,2,female,45,1,1,26.25,,1
442,0,3,male,20,0,0,9.5,,1
443,0,3,male,25,1,0,7.775,,1
444,1,2,female,28,0,0,13,,1
445,1,3,male,,0,0,8.1125,,1
446,1,1,male,4,0,2,81.8583,A34,1
447,1,2,female,13,0,1,19.5,,1
448,1,1,male,34,0,0,26.55,,1
449,1,3,female,5,2,1,19.2583,,3
450,1,1,male,52,0,0,30.5,C104,1
451,0,2,male,36,1,2,27.75,,1
452,0,3,male,,1,0,19.9667,,1
453,0,1,male,30,0,0,27.75,C111,3
454,1,1,male,49,1,0,89.1042,C92,3
455,0,3,male,,0,0,8.05,,1
456,1,3,male,29,0,0,7.8958,,3
457,0,1,male,65,0,0,26.55,E38,1
458,1,1,female,,1,0,51.8625,D21,1
459,1,2,female,50,0,0,10.5,,1
460,0,3,male,,0,0,7.75,,2
461,1,1,male,48,0,0,26.55,E12,1
462,0,3,male,34,0,0,8.05,,1
463,0,1,male,47,0,0,38.5,E63,1
464,0,2,male,48,0,0,13,,1
465,0,3,male,,0,0,8.05,,1
466,0,3,male,38,0,0,7.05,,1
467,0,2,male,,0,0,0,,1
468,0,1,male,56,0,0,26.55,,1
469,0,3,male,,0,0,7.725,,2
470,1,3,female,0.75,2,1,19.2583,,3
471,0,3,male,,0,0,7.25,,1
472,0,3,male,38,0,0,8.6625,,1
473,1,2,female,33,1,2,27.75,,1
474,1,2,female,23,0,0,13.7917,D,3
475,0,3,female,22,0,0,9.8375,,1
476,0,1,male,,0,0,52,A14,1
477,0,2,male,34,1,0,21,,1
478,0,3,male,29,1,0,7.0458,,1
479,0,3,male,22,0,0,7.5208,,1
480,1,3,female,2,0,1,12.2875,,1
481,0,3,male,9,5,2,46.9,,1
482,0,2,male,,0,0,0,,1
483,0,3,male,50,0,0,8.05,,1
484,1,3,female,63,0,0,9.5875,,1
485,1,1,male,25,1,0,91.0792,B49,3
486,0,3,female,,3,1,25.4667,,1
487,1,1,female,35,1,0,90,C93,1
488,0,1,male,58,0,0,29.7,B37,3
489,0,3,male,30,0,0,8.05,,1
490,1,3,male,9,1,1,15.9,,1
491,0,3,male,,1,0,19.9667,,1
492,0,3,male,21,0,0,7.25,,1
493,0,1,male,55,0,0,30.5,C30,1
494,0,1,male,71,0,0,49.5042,,3
495,0,3,male,21,0,0,8.05,,1
496,0,3,male,,0,0,14.4583,,3
497,1,1,female,54,1,0,78.2667,D20,3
498,0,3,male,,0,0,15.1,,1
499,0,1,female,25,1,2,151.55,C22 C26,1
500,0,3,male,24,0,0,7.7958,,1
501,0,3,male,17,0,0,8.6625,,1
502,0,3,female,21,0,0,7.75,,2
503,0,3,female,,0,0,7.6292,,2
504,0,3,female,37,0,0,9.5875,,1
505,1,1,female,16,0,0,86.5,B79,1
506,0,1,male,18,1,0,108.9,C65,3
507,1,2,female,33,0,2,26,,1
508,1,1,male,,0,0,26.55,,1
509,0,3,male,28,0,0,22.525,,1
510,1,3,male,26,0,0,56.4958,,1
511,1,3,male,29,0,0,7.75,,2
512,0,3,male,,0,0,8.05,,1
513,1,1,male,36,0,0,26.2875,E25,1
514,1,1,female,54,1,0,59.4,,3
515,0,3,male,24,0,0,7.4958,,1
516,0,1,male,47,0,0,34.0208,D46,1
517,1,2,female,34,0,0,10.5,F33,1
518,0,3,male,,0,0,24.15,,2
519,1,2,female,36,1,0,26,,1
520,0,3,male,32,0,0,7.8958,,1
521,1,1,female,30,0,0,93.5,B73,1
522,0,3,male,22,0,0,7.8958,,1
523,0,3,male,,0,0,7.225,,3
524,1,1,female,44,0,1,57.9792,B18,3
525,0,3,male,,0,0,7.2292,,3
526,0,3,male,40.5,0,0,7.75,,2
527,1,2,female,50,0,0,10.5,,1
528,0,1,male,,0,0,221.7792,C95,1
529,0,3,male,39,0,0,7.925,,1
530,0,2,male,23,2,1,11.5,,1
531,1,2,female,2,1,1,26,,1
532,0,3,male,,0,0,7.2292,,3
533,0,3,male,17,1,1,7.2292,,3
534,1,3,female,,0,2,22.3583,,3
535,0,3,female,30,0,0,8.6625,,1
536,1,2,female,7,0,2,26.25,,1
537,0,1,male,45,0,0,26.55,B38,1
538,1,1,female,30,0,0,106.425,,3
539,0,3,male,,0,0,14.5,,1
540,1,1,female,22,0,2,49.5,B39,3
541,1,1,female,36,0,2,71,B22,1
542,0,3,female,9,4,2,31.275,,1
543,0,3,female,11,4,2,31.275,,1
544,1,2,male,32,1,0,26,,1
545,0,1,male,50,1,0,106.425,C86,3
546,0,1,male,64,0,0,26,,1
547,1,2,female,19,1,0,26,,1
548,1,2,male,,0,0,13.8625,,3
549,0,3,male,33,1,1,20.525,,1
550,1,2,male,8,1,1,36.75,,1
551,1,1,male,17,0,2,110.8833,C70,3
552,0,2,male,27,0,0,26,,1
553,0,3,male,,0,0,7.8292,,2
554,1,3,male,22,0,0,7.225,,3
555,1,3,female,22,0,0,7.775,,1
556,0,1,male,62,0,0,26.55,,1
557,1,1,female,48,1,0,39.6,A16,3
558,0,1,male,,0,0,227.525,,3
559,1,1,female,39,1,1,79.65,E67,1
560,1,3,female,36,1,0,17.4,,1
561,0,3,male,,0,0,7.75,,2
562,0,3,male,40,0,0,7.8958,,1
563,0,2,male,28,0,0,13.5,,1
564,0,3,male,,0,0,8.05,,1
565,0,3,female,,0,0,8.05,,1
566,0,3,male,24,2,0,24.15,,1
567,0,3,male,19,0,0,7.8958,,1
568,0,3,female,29,0,4,21.075,,1
569,0,3,male,,0,0,7.2292,,3
570,1,3,male,32,0,0,7.8542,,1
571,1,2,male,62,0,0,10.5,,1
572,1,1,female,53,2,0,51.4792,C101,1
573,1,1,male,36,0,0,26.3875,E25,1
574,1,3,female,,0,0,7.75,,2
575,0,3,male,16,0,0,8.05,,1
576,0,3,male,19,0,0,14.5,,1
577,1,2,female,34,0,0,13,,1
578,1,1,female,39,1,0,55.9,E44,1
579,0,3,female,,1,0,14.4583,,3
580,1,3,male,32,0,0,7.925,,1
581,1,2,female,25,1,1,30,,1
582,1,1,female,39,1,1,110.8833,C68,3
583,0,2,male,54,0,0,26,,1
584,0,1,male,36,0,0,40.125,A10,3
585,0,3,male,,0,0,8.7125,,3
586,1,1,female,18,0,2,79.65,E68,1
587,0,2,male,47,0,0,15,,1
588,1,1,male,60,1,1,79.2,B41,3
589,0,3,male,22,0,0,8.05,,1
590,0,3,male,,0,0,8.05,,1
591,0,3,male,35,0,0,7.125,,1
592,1,1,female,52,1,0,78.2667,D20,3
593,0,3,male,47,0,0,7.25,,1
594,0,3,female,,0,2,7.75,,2
595,0,2,male,37,1,0,26,,1
596,0,3,male,36,1,1,24.15,,1
597,1,2,female,,0,0,33,,1
598,0,3,male,49,0,0,0,,1
599,0,3,male,,0,0,7.225,,3
600,1,1,male,49,1,0,56.9292,A20,3
601,1,2,female,24,2,1,27,,1
602,0,3,male,,0,0,7.8958,,1
603,0,1,male,,0,0,42.4,,1
604,0,3,male,44,0,0,8.05,,1
605,1,1,male,35,0,0,26.55,,3
606,0,3,male,36,1,0,15.55,,1
607,0,3,male,30,0,0,7.8958,,1
608,1,1,male,27,0,0,30.5,,1
609,1,2,female,22,1,2,41.5792,,3
610,1,1,female,40,0,0,153.4625,C125,1
611,0,3,female,39,1,5,31.275,,1
612,0,3,male,,0,0,7.05,,1
613,1,3,female,,1,0,15.5,,2
614,0,3,male,,0,0,7.75,,2
615,0,3,male,35,0,0,8.05,,1
616,1,2,female,24,1,2,65,,1
617,0,3,male,34,1,1,14.4,,1
618,0,3,female,26,1,0,16.1,,1
619,1,2,female,4,2,1,39,F4,1
620,0,2,male,26,0,0,10.5,,1
621,0,3,male,27,1,0,14.4542,,3
622,1,1,male,42,1,0,52.5542,D19,1
623,1,3,male,20,1,1,15.7417,,3
624,0,3,male,21,0,0,7.8542,,1
625,0,3,male,21,0,0,16.1,,1
626,0,1,male,61,0,0,32.3208,D50,1
627,0,2,male,57,0,0,12.35,,2
628,1,1,female,21,0,0,77.9583,D9,1
629,0,3,male,26,0,0,7.8958,,1
630,0,3,male,,0,0,7.7333,,2
631,1,1,male,80,0,0,30,A23,1
632,0,3,male,51,0,0,7.0542,,1
633,1,1,male,32,0,0,30.5,B50,3
634,0,1,male,,0,0,0,,1
635,0,3,female,9,3,2,27.9,,1
636,1,2,female,28,0,0,13,,1
637,0,3,male,32,0,0,7.925,,1
638,0,2,male,31,1,1,26.25,,1
639,0,3,female,41,0,5,39.6875,,1
640,0,3,male,,1,0,16.1,,1
641,0,3,male,20,0,0,7.8542,,1
642,1,1,female,24,0,0,69.3,B35,3
643,0,3,female,2,3,2,27.9,,1
644,1,3,male,,0,0,56.4958,,1
645,1,3,female,0.75,2,1,19.2583,,3
646,1,1,male,48,1,0,76.7292,D33,3
647,0,3,male,19,0,0,7.8958,,1
648,1,1,male,56,0,0,35.5,A26,3
649,0,3,male,,0,0,7.55,,1
650,1,3,female,23,0,0,7.55,,1
651,0,3,male,,0,0,7.8958,,1
